image_name,Annotator 1,Annotator 2,Annotator 3,Final labelling
peach (92).jpg,negative,negative,negative,negative
yellow (120).jpg,neutral,negative,negative,negative
KAM(92).png,negative,negative,negative,negative
KAM(1135).jpg,positive,positive,positive,positive
MAMN (939).jpg,neutral,neutral,neutral,neutral
peach (143).jpg,negative,negative,negative,negative
KAM(211).png,positive,positive,positive,positive
KAM(888).jpg,positive,neutral,positive,positive
KAM(95).jpg,positive,positive,positive,positive
MAMN (2093).jpg,neutral,neutral,neutral,neutral
violance (26).jpg,negative,negative,negative,negative
KAM(1029).jpg,positive,positive,positive,positive
MAMN (405).jpg,neutral,neutral,neutral,neutral
kiwi (50).jpg,negative,negative,negative,negative
KAM(80).png,negative,negative,negative,negative
KAM (263).jpg,positive,positive,positive,positive
violance (32).jpg,negative,negative,negative,negative
KAM(1019).jpg,negative,negative,negative,negative
KAM (236).png,positive,positive,positive,positive
KAM (644).jpg,negative,negative,negative,negative
MAMN (722).jpg,neutral,neutral,neutral,neutral
apple (77).jpg,negative,negative,negative,negative
MAMN (976).jpg,neutral,neutral,neutral,neutral
osage (25).jpg,negative,negative,negative,negative
KAM(71).jpg,negative,negative,negative,negative
kiwi (344).jpg,neutral,neutral,neutral,neutral
avocados (325).jpg,negative,negative,negative,negative
kiwi (215).jpg,neutral,neutral,neutral,neutral
MAMN (1417).jpg,neutral,neutral,neutral,neutral
MAMN (1249).jpg,neutral,neutral,neutral,neutral
avocados (370).jpg,negative,negative,negative,negative
osage (277).jpg,negative,negative,negative,negative
KAM(757).jpg,positive,positive,positive,positive
MAMN (1075).jpg,neutral,neutral,neutral,neutral
KAM(19).jpg,positive,positive,positive,positive
kiwi (14).jpg,negative,negative,negative,negative
MAMN (802).jpg,neutral,neutral,neutral,neutral
KAM (83).jpg,positive,positive,positive,positive
MAMN (566).jpg,neutral,neutral,neutral,neutral
KAM(1004).jpg,negative,negative,negative,negative
yellow (297).jpg,negative,negative,negative,negative
KAM(1250).jpg,positive,positive,positive,positive
peach (75).jpg,negative,negative,negative,negative
MAMN (1465).jpg,neutral,neutral,neutral,neutral
osage (347).jpg,negative,negative,negative,negative
cherry (56).jpg,negative,negative,negative,negative
MAMN (1718).jpg,neutral,neutral,neutral,neutral
apple (65).jpg,negative,negative,negative,negative
yellow (310).jpg,negative,negative,negative,negative
KAM (131).jpg,positive,positive,positive,positive
peach (165).jpg,negative,negative,negative,negative
MAMN (1963).jpg,neutral,neutral,neutral,neutral
MAMN (978).jpg,neutral,neutral,neutral,neutral
KAM(327).jpg,positive,positive,positive,positive
KAM (32).jpg,negative,negative,negative,negative
MAMN (763).jpg,neutral,neutral,neutral,neutral
MAMN (1506).jpg,neutral,neutral,neutral,neutral
grape (38).jpg,positive,neutral,negative,positive
grape (103).jpg,negative,negative,negative,negative
KAM(504).jpg,positive,positive,positive,positive
peach (151).jpg,negative,negative,negative,negative
apple (196).jpg,negative,negative,negative,negative
MAMN (2041).jpg,neutral,neutral,neutral,neutral
KAM(1191).jpg,positive,positive,positive,positive
papaya (8).png,negative,negative,negative,negative
grape (111).jpg,neutral,neutral,neutral,neutral
MAMN (558).jpg,neutral,neutral,neutral,neutral
avocados (552).jpg,negative,negative,negative,negative
KAM (3).jpg,positive,positive,positive,positive
KAM (242).png,positive,positive,positive,positive
KAM(1086).jpg,positive,positive,positive,positive
yellow (209).jpg,negative,negative,negative,negative
avocados (539).jpg,negative,negative,negative,negative
avocados (148).jpg,negative,negative,negative,negative
MAMN (652).jpg,neutral,neutral,neutral,neutral
kiwi (136).jpg,positive,positive,positive,positive
MAMN (1220).jpg,neutral,neutral,neutral,neutral
avocados (207).jpg,negative,negative,negative,negative
KAM (517).jpg,positive,positive,positive,positive
yellow (242).jpg,negative,negative,negative,negative
apple (216).jpg,positive,positive,positive,positive
kiwi (130).jpg,positive,positive,positive,positive
dirty (11).jpg,negative,negative,negative,negative
KAM (64).jpg,negative,negative,negative,negative
kiwi (9).jpg,positive,positive,positive,positive
avocados (270).jpg,neutral,neutral,neutral,neutral
kiwi (183).jpg,positive,positive,positive,positive
grape (172).jpg,negative,negative,negative,negative
avocados (14).jpg,positive,negative,positive,positive
grape (165).jpg,negative,negative,negative,negative
yellow (35).jpg,negative,negative,negative,negative
grape (313).jpg,positive,positive,positive,positive
apple (8).jpg,negative,negative,negative,negative
KAM (683).jpg,negative,negative,negative,negative
KAM (486).jpg,positive,positive,positive,positive
osage (16).jpg,negative,negative,negative,negative
KAM (731).jpg,negative,negative,negative,negative
osage (176).jpg,negative,negative,negative,negative
KAM (171).jpg,positive,positive,positive,positive
apple (101).jpg,negative,negative,negative,negative
yellow (486).jpg,negative,negative,negative,negative
avocados (596).jpg,positive,positive,positive,positive
yellow (207).jpg,positive,positive,positive,positive
papaya (33).jpg,negative,negative,negative,negative
osage (219).jpg,negative,negative,negative,negative
KAM (38).jpg,negative,negative,negative,negative
yellow (330).jpg,positive,positive,positive,positive
KAM (746).jpg,positive,positive,positive,positive
yellow (140).jpg,negative,negative,negative,negative
KAM (607).jpg,positive,positive,positive,positive
dirty (4).jpg,negative,negative,neutral,negative
kiwi (51).jpg,negative,negative,negative,negative
grape (187).jpg,negative,neutral,negative,negative
avocados (655).jpg,neutral,neutral,neutral,neutral
avocados (26).jpg,positive,positive,positive,positive
avocados (353).jpg,positive,positive,positive,positive
osage (102).jpg,negative,negative,negative,negative
KAM (120).png,positive,positive,positive,positive
KAM (180).jpg,negative,negative,negative,negative
kiwi (154).jpg,positive,positive,positive,positive
avocados (583).jpg,negative,negative,negative,negative
papaya (79).jpg,negative,negative,negative,negative
yellow (118).jpg,negative,negative,negative,negative
yellow (312).jpg,positive,positive,positive,positive
KAM (653).jpg,positive,positive,positive,positive
avocados (695).jpg,negative,negative,negative,negative
dirty (90).jpg,positive,positive,positive,positive
osage (207).jpg,negative,negative,negative,negative
KAM (199).png,negative,negative,negative,negative
yellow (18).jpg,positive,positive,positive,positive
grape (184).jpg,negative,negative,negative,negative
dirty (33).jpg,negative,negative,negative,negative
kiwi (178).jpg,negative,negative,negative,negative
peach (5).jpg,negative,negative,negative,negative
apple (184).jpg,positive,positive,positive,positive
avocados (462).jpg,negative,negative,negative,negative
cherry (54).jpg,negative,negative,negative,negative
peach (169).jpg,neutral,neutral,neutral,neutral
KAM (462).jpg,positive,positive,positive,positive
KAM (175).png,negative,negative,negative,negative
yellow (504).jpg,negative,negative,neutral,negative
dirty (56).jpg,negative,positive,negative,negative
papaya (17).jpg,negative,negative,negative,negative
cherry (64).jpg,positive,positive,positive,positive
KAM (319).jpg,negative,negative,negative,negative
kiwi (286).jpg,negative,negative,negative,negative
yellow (205).jpg,positive,positive,positive,positive
KAM (128).png,neutral,neutral,neutral,neutral
KAM (208).jpg,positive,positive,positive,positive
avocados (62).jpg,negative,negative,negative,negative
avocados (604).jpg,negative,negative,negative,negative
KAM (172).jpg,positive,positive,positive,positive
osage (242).jpg,negative,negative,negative,negative
avocados (175).jpg,negative,negative,negative,negative
avocados (473).jpg,positive,positive,positive,positive
KAM (125).png,positive,positive,positive,positive
avocados (225).jpg,negative,negative,negative,negative
yellow (487).jpg,negative,negative,negative,negative
violance (45).jpg,neutral,neutral,neutral,neutral
avocados (449).jpg,negative,negative,negative,negative
papaya (136).jpg,negative,negative,negative,negative
avocados (727).jpg,positive,positive,positive,positive
kiwi (165).jpg,negative,negative,negative,negative
apple (12).jpg,negative,negative,negative,negative
peach (166).jpg,negative,negative,negative,negative
dirty (28).jpg,negative,negative,negative,negative
KAM (179).jpg,positive,positive,positive,positive
KAM (437).jpg,positive,positive,positive,positive
osage (11).jpg,negative,negative,negative,negative
kiwi (304).jpg,negative,negative,negative,negative
apple (82).jpg,negative,negative,positive,negative
yellow (252).jpg,negative,neutral,negative,negative
avocados (180).jpg,positive,negative,negative,negative
KAM (576).jpg,negative,negative,negative,negative
osage (171).jpg,negative,negative,negative,negative
KAM (698).jpg,positive,positive,positive,positive
KAM (198).png,positive,positive,positive,positive
dirty (130).jpg,positive,positive,positive,positive
peach (141).jpg,negative,negative,negative,negative
KAM (539).jpg,negative,positive,negative,negative
papaya (51).jpg,negative,negative,negative,negative
yellow (291).jpg,negative,negative,positive,negative
grape (16).jpg,neutral,neutral,neutral,neutral
avocados (503).jpg,negative,negative,negative,negative
peach (59).jpg,negative,negative,positive,negative
KAM (587).jpg,negative,negative,negative,negative
avocados (414).jpg,neutral,negative,negative,negative
KAM (12).jpg,positive,positive,positive,positive
KAM (476).jpg,neutral,neutral,neutral,neutral
apple (75).jpg,positive,positive,neutral,positive
KAM (45).jpg,positive,positive,positive,positive
KAM (314).jpg,negative,negative,negative,negative
grape (4).jpg,negative,negative,negative,negative
yellow (428).jpg,positive,positive,positive,positive
KAM (217).jpg,negative,negative,negative,negative
KAM (465).jpg,negative,negative,negative,negative
osage (396).jpg,negative,negative,negative,negative
KAM (669).jpg,positive,positive,positive,positive
KAM (169).png,negative,negative,negative,negative
avocados (520).jpg,neutral,neutral,neutral,neutral
grape (302).jpg,negative,negative,negative,negative
papaya (4).jpg,negative,negative,negative,negative
grape (179).jpg,neutral,neutral,neutral,neutral
yellow (380).jpg,negative,negative,negative,negative
avocados (377).jpg,negative,negative,neutral,negative
peach (99).jpg,negative,positive,negative,negative
avocados (176).jpg,negative,negative,negative,negative
avocados (705).jpg,positive,positive,positive,positive
KAM (122).jpg,positive,positive,positive,positive
yellow (351).jpg,negative,negative,negative,negative
kiwi (74).jpg,negative,negative,positive,negative
osage (340).jpg,negative,positive,negative,negative
avocados (2).jpg,negative,negative,negative,negative
osage (311).jpg,positive,positive,positive,positive
osage (258).jpg,negative,negative,negative,negative
KAM (451).jpg,neutral,neutral,neutral,neutral
osage (15).jpg,negative,negative,negative,negative
peach (42).jpg,neutral,neutral,neutral,neutral
peach (158).jpg,negative,negative,negative,negative
dirty (39).jpg,positive,positive,positive,positive
osage (77).jpg,negative,negative,negative,negative
kiwi (294).jpg,positive,positive,positive,positive
peach (44).jpg,neutral,positive,positive,positive
papaya (120).jpg,positive,negative,positive,positive
yellow (26).jpg,negative,negative,negative,negative
yellow (269).jpg,positive,positive,positive,positive
osage (299).jpg,negative,negative,negative,negative
yellow (166).jpg,negative,negative,negative,negative
grape (173).jpg,positive,positive,positive,positive
avocados (60).jpg,negative,negative,negative,negative
grape (101).jpg,negative,negative,negative,negative
grape (66).jpg,neutral,neutral,neutral,neutral
KAM (209).jpg,positive,positive,positive,positive
kiwi (186).jpg,neutral,neutral,neutral,neutral
yellow (134).jpg,positive,positive,positive,positive
avocados (785).jpg,negative,negative,negative,negative
osage (318).jpg,negative,negative,negative,negative
dirty (23).jpg,positive,positive,positive,positive
apple (153).jpg,positive,positive,positive,positive
violance (7).jpg,negative,negative,negative,negative
kiwi (76).jpg,positive,positive,positive,positive
KAM (260).jpg,negative,negative,negative,negative
KAM (186).jpg,negative,negative,negative,negative
KAM (88).png,positive,positive,positive,positive
KAM (235).png,negative,negative,negative,negative
grape (99).jpg,negative,neutral,negative,negative
cherry (37).jpg,negative,negative,negative,negative
papaya (75).jpg,neutral,neutral,neutral,neutral
avocados (53).jpg,negative,negative,negative,negative
apple (118).jpg,positive,positive,positive,positive
avocados (593).jpg,negative,negative,negative,negative
papaya (121).jpg,positive,positive,positive,positive
peach (140).jpg,negative,negative,negative,negative
KAM (453).jpg,positive,positive,positive,positive
KAM (33).png,negative,neutral,negative,negative
avocados (8).jpg,negative,negative,negative,negative
avocados (507).jpg,neutral,neutral,neutral,neutral
violance (75).jpg,negative,negative,negative,negative
apple (188).jpg,positive,negative,negative,negative
avocados (522).jpg,negative,negative,negative,negative
avocados (557).jpg,negative,negative,positive,negative
grape (159).jpg,positive,positive,positive,positive
apple (158).jpg,negative,negative,negative,negative
KAM (554).jpg,negative,negative,negative,negative
kiwi (315).jpg,positive,positive,positive,positive
peach (54).jpg,positive,positive,positive,positive
KAM (472).jpg,negative,negative,negative,negative
yellow (155).jpg,neutral,neutral,neutral,neutral
avocados (483).jpg,negative,negative,negative,negative
KAM (182).png,negative,negative,negative,negative
avocados (672).jpg,positive,positive,positive,positive
cherry (62).jpg,positive,positive,positive,positive
KAM (71).png,negative,negative,negative,negative
kiwi (175).jpg,negative,negative,negative,negative
yellow (375).jpg,negative,negative,negative,negative
avocados (313).jpg,positive,positive,positive,positive
papaya (90).jpg,negative,negative,negative,negative
KAM (791).jpg,negative,negative,positive,negative
peach (135).jpg,negative,neutral,negative,negative
papaya (45).jpg,negative,negative,negative,negative
avocados (567).jpg,positive,neutral,neutral,neutral
peach (133).jpg,negative,negative,negative,negative
avocados (326).jpg,positive,positive,positive,positive
KAM (195).png,negative,negative,negative,negative
dirty (103).jpg,negative,negative,negative,negative
grape (270).jpg,negative,negative,negative,negative
KAM (666).jpg,positive,positive,positive,positive
dirty (120).jpg,negative,negative,negative,negative
avocados (467).jpg,positive,positive,positive,positive
dirty (123).jpg,positive,positive,positive,positive
osage (6).jpg,negative,negative,negative,negative
papaya (61).jpg,negative,negative,negative,negative
yellow (94).jpg,positive,positive,positive,positive
peach (29).jpg,negative,negative,negative,negative
osage (175).jpg,negative,negative,neutral,negative
yellow (335).jpg,negative,negative,negative,negative
osage (313).jpg,negative,positive,negative,negative
kiwi (137).jpg,negative,negative,negative,negative
apple (7).jpg,positive,positive,positive,positive
osage (319).jpg,negative,negative,negative,negative
peach (203).jpg,positive,positive,positive,positive
yellow (200).jpg,positive,positive,negative,positive
osage (58).jpg,positive,neutral,positive,positive
kiwi (49).jpg,negative,positive,positive,positive
yellow (429).jpg,negative,negative,negative,negative
osage (327).jpg,negative,negative,negative,negative
yellow (530).jpg,negative,negative,negative,negative
cherry (25).jpg,negative,negative,positive,negative
avocados (501).jpg,negative,positive,negative,negative
KAM (196).png,negative,negative,negative,negative
avocados (133).jpg,positive,positive,positive,positive
osage (41).jpg,positive,positive,positive,positive
osage (119).jpg,negative,negative,negative,negative
dirty (116).jpg,negative,negative,negative,negative
yellow (108).jpg,neutral,negative,negative,negative
osage (406).jpg,negative,negative,negative,negative
grape (249).jpg,positive,positive,positive,positive
avocados (164).jpg,positive,positive,positive,positive
KAM (492).jpg,negative,negative,negative,negative
KAM (27).jpg,negative,neutral,negative,negative
avocados (11).jpg,negative,negative,negative,negative
kiwi (308).jpg,negative,negative,neutral,negative
kiwi (2).jpg,negative,negative,negative,negative
yellow (509).jpg,negative,negative,negative,negative
KAM (80).png,negative,negative,negative,negative
apple (34).jpg,positive,positive,positive,positive
grape (251).jpg,positive,positive,positive,positive
osage (217).jpg,negative,negative,negative,negative
peach (50).jpg,negative,negative,negative,negative
avocados (153).jpg,negative,negative,neutral,negative
grape (44).jpg,negative,positive,negative,negative
avocados (295).jpg,negative,negative,negative,negative
grape (348).jpg,positive,negative,negative,negative
grape (296).jpg,positive,positive,positive,positive
dirty (105).jpg,negative,negative,negative,negative
kiwi (254).jpg,positive,positive,positive,positive
KAM (144).jpg,negative,negative,negative,negative
grape (341).jpg,negative,negative,negative,negative
yellow (213).jpg,positive,positive,positive,positive
avocados (678).jpg,positive,positive,positive,positive
KAM (553).jpg,negative,negative,negative,negative
dirty (30).jpg,negative,negative,negative,negative
KAM (86).jpg,positive,positive,positive,positive
avocados (701).jpg,negative,negative,negative,negative
yellow (284).jpg,positive,positive,positive,positive
grape (299).jpg,negative,negative,negative,negative
grape (148).jpg,negative,negative,positive,negative
apple (31).jpg,negative,negative,negative,negative
yellow (131).jpg,negative,positive,negative,negative
yellow (379).jpg,negative,negative,negative,negative
apple (94).jpg,neutral,negative,negative,negative
avocados (42).jpg,positive,positive,positive,positive
avocados (404).jpg,negative,negative,negative,negative
grape (91).jpg,negative,negative,negative,negative
avocados (22).jpg,neutral,neutral,neutral,neutral
dirty (100).jpg,negative,negative,negative,negative
avocados (246).jpg,positive,positive,positive,positive
KAM (689).jpg,negative,negative,neutral,negative
KAM (601).jpg,negative,negative,negative,negative
kiwi (212).jpg,negative,positive,negative,negative
avocados (434).jpg,negative,negative,negative,negative
osage (132).jpg,negative,negative,neutral,negative
KAM (126).jpg,positive,positive,positive,positive
yellow (483).jpg,negative,negative,negative,negative
avocados (197).jpg,negative,negative,negative,negative
grape (107).jpg,positive,positive,positive,positive
yellow (129).jpg,positive,positive,positive,positive
kiwi (54).jpg,negative,negative,negative,negative
papaya (34).jpg,negative,negative,negative,negative
KAM (616).jpg,negative,negative,negative,negative
avocados (639).jpg,positive,positive,positive,positive
osage (105).jpg,negative,negative,negative,negative
KAM (225).png,negative,negative,neutral,negative
osage (332).jpg,negative,negative,negative,negative
yellow (316).jpg,negative,positive,negative,negative
KAM (67).jpg,positive,positive,positive,positive
apple (186).jpg,negative,negative,negative,negative
KAM (49).jpg,negative,negative,negative,negative
grape (315).jpg,negative,negative,negative,negative
apple (181).jpg,positive,positive,positive,positive
osage (367).jpg,negative,negative,negative,negative
avocados (17).jpg,negative,negative,positive,negative
cherry (70).jpg,negative,negative,negative,negative
KAM (159).png,negative,neutral,negative,negative
papaya (122).jpg,negative,negative,negative,negative
KAM (379).jpg,positive,negative,negative,negative
KAM (748).jpg,negative,negative,positive,negative
KAM (166).jpg,positive,positive,positive,positive
cherry (36).jpg,negative,negative,negative,negative
yellow (147).jpg,positive,positive,positive,positive
yellow (107).jpg,negative,negative,negative,negative
papaya (9).jpg,positive,positive,positive,positive
avocados (309).jpg,positive,positive,negative,positive
KAM (114).png,positive,positive,positive,positive
cherry (33).jpg,negative,negative,negative,negative
dirty (131).jpg,negative,negative,negative,negative
avocados (600).jpg,negative,negative,negative,negative
grape (39).jpg,positive,positive,positive,positive
KAM (594).jpg,positive,negative,negative,negative
yellow (468).jpg,negative,negative,neutral,negative
peach (130).jpg,negative,negative,negative,negative
osage (17).jpg,positive,positive,positive,positive
avocados (776).jpg,negative,negative,negative,negative
peach (170).jpg,negative,negative,negative,negative
papaya (111).jpg,neutral,neutral,neutral,neutral
yellow (333).jpg,positive,positive,positive,positive
KAM (201).jpg,positive,positive,positive,positive
KAM (736).jpg,negative,negative,negative,negative
avocados (506).jpg,negative,negative,neutral,negative
grape (233).jpg,negative,positive,negative,negative
avocados (172).jpg,positive,negative,negative,negative
KAM (685).jpg,positive,positive,positive,positive
KAM (525).jpg,negative,negative,negative,negative
kiwi (251).jpg,negative,negative,positive,negative
avocados (189).jpg,negative,negative,negative,negative
yellow (481).jpg,negative,neutral,negative,negative
peach (12).jpg,negative,negative,negative,negative
kiwi (222).jpg,neutral,negative,negative,negative
KAM (47).png,negative,negative,positive,negative
KAM (146).png,negative,negative,negative,negative
osage (23).jpg,negative,negative,negative,negative
avocados (145).jpg,negative,neutral,negative,negative
grape (45).jpg,negative,negative,positive,negative
kiwi (52).jpg,positive,positive,positive,positive
KAM (19).png,negative,negative,negative,negative
KAM (74).png,neutral,neutral,neutral,neutral
yellow (164).jpg,negative,negative,negative,negative
KAM (749).jpg,negative,positive,negative,negative
yellow (149).jpg,negative,negative,negative,negative
KAM (439).jpg,positive,positive,positive,positive
KAM (321).jpg,negative,negative,negative,negative
grape (309).jpg,negative,negative,negative,negative
kiwi (209).jpg,positive,positive,positive,positive
violance (54).jpg,positive,positive,positive,positive
kiwi (162).jpg,negative,negative,negative,negative
avocados (804).jpg,negative,negative,neutral,negative
KAM (244).png,negative,positive,negative,negative
KAM (167).jpg,negative,negative,negative,negative
KAM (432).jpg,negative,negative,negative,negative
papaya (18).jpg,negative,neutral,negative,negative
cherry (49).jpg,negative,negative,negative,negative
KAM (606).jpg,negative,negative,negative,negative
KAM (522).jpg,positive,negative,negative,negative
violance (71).jpg,negative,negative,negative,negative
yellow (532).jpg,negative,negative,negative,negative
kiwi (80).jpg,negative,negative,negative,negative
apple (18).jpg,negative,negative,negative,negative
KAM (381).jpg,positive,negative,negative,negative
KAM (141).png,negative,negative,negative,negative
peach (136).jpg,negative,positive,negative,negative
osage (417).jpg,negative,negative,negative,negative
avocados (743).jpg,negative,negative,neutral,negative
violance (53).jpg,negative,negative,negative,negative
avocados (684).jpg,negative,positive,negative,negative
KAM (659).jpg,negative,negative,neutral,negative
avocados (70).jpg,positive,positive,positive,positive
grape (197).jpg,neutral,neutral,neutral,neutral
peach (112).jpg,negative,negative,negative,negative
peach (105).jpg,neutral,negative,positive,negative
osage (178).jpg,positive,positive,positive,positive
avocados (245).jpg,negative,negative,negative,negative
dirty (122).jpg,negative,negative,negative,negative
osage (67).jpg,positive,positive,positive,positive
apple (74).jpg,positive,neutral,negative,positive
avocados (380).jpg,positive,positive,positive,positive
avocados (36).jpg,negative,negative,negative,negative
yellow (368).jpg,positive,positive,positive,positive
apple (225).jpg,negative,negative,negative,negative
yellow (47).jpg,negative,negative,negative,negative
apple (26).jpg,neutral,negative,positive,negative
avocados (745).jpg,negative,negative,negative,negative
avocados (284).jpg,negative,positive,negative,negative
KAM (173).jpg,negative,negative,positive,negative
avocados (163).jpg,positive,positive,positive,positive
KAM (85).png,negative,negative,negative,negative
KAM (431).jpg,positive,positive,positive,positive
papaya (1).png,negative,negative,negative,negative
avocados (322).jpg,positive,positive,positive,positive
avocados (475).jpg,negative,negative,negative,negative
osage (12).jpg,positive,positive,positive,positive
grape (53).jpg,negative,negative,negative,negative
kiwi (101).jpg,negative,negative,negative,negative
avocados (589).jpg,positive,positive,positive,positive
KAM (400).jpg,negative,negative,negative,negative
osage (129).jpg,positive,positive,positive,positive
yellow (367).jpg,positive,positive,positive,positive
KAM (526).jpg,positive,positive,positive,positive
KAM (257).png,negative,negative,negative,negative
yellow (173).jpg,negative,negative,negative,negative
avocados (94).jpg,negative,negative,negative,negative
KAM (90).jpg,neutral,neutral,neutral,neutral
yellow (295).jpg,negative,negative,negative,negative
kiwi (151).jpg,negative,negative,negative,negative
dirty (50).jpg,positive,positive,positive,positive
apple (148).jpg,negative,negative,negative,negative
grape (331).jpg,negative,negative,negative,negative
yellow (19).jpg,positive,positive,positive,positive
yellow (257).jpg,positive,positive,positive,positive
KAM (633).jpg,negative,negative,negative,negative
peach (138).jpg,positive,positive,positive,positive
KAM (32).png,negative,negative,negative,negative
KAM (22).jpg,negative,negative,neutral,negative
kiwi (204).jpg,negative,neutral,negative,negative
KAM (715).jpg,negative,negative,negative,negative
osage (187).jpg,negative,negative,positive,negative
dirty (47).jpg,negative,negative,negative,negative
kiwi (255).jpg,negative,positive,negative,negative
KAM (641).jpg,negative,negative,negative,negative
kiwi (179).jpg,positive,positive,positive,positive
yellow (32).jpg,negative,negative,negative,negative
avocados (108).jpg,positive,positive,positive,positive
KAM (766).jpg,positive,positive,positive,positive
KAM (204).jpg,negative,negative,negative,negative
papaya (21).jpg,negative,negative,positive,negative
KAM (536).jpg,neutral,negative,negative,negative
KAM (111).jpg,negative,negative,negative,negative
kiwi (266).jpg,negative,negative,neutral,negative
avocados (10).jpg,negative,negative,negative,negative
KAM (546).jpg,negative,positive,negative,negative
avocados (290).jpg,positive,negative,negative,negative
KAM (66).png,positive,positive,positive,positive
grape (42).jpg,negative,negative,negative,negative
kiwi (85).jpg,negative,negative,positive,negative
KAM (785).jpg,negative,negative,positive,negative
KAM (254).jpg,negative,negative,negative,negative
KAM (671).jpg,negative,positive,negative,negative
osage (245).jpg,neutral,negative,negative,negative
avocados (424).jpg,neutral,neutral,neutral,neutral
yellow (158).jpg,negative,negative,negative,negative
cherry (63).jpg,negative,negative,negative,negative
yellow (190).jpg,positive,positive,positive,positive
avocados (126).jpg,negative,negative,neutral,negative
KAM (770).jpg,negative,neutral,negative,negative
KAM (630).jpg,negative,negative,negative,negative
avocados (87).jpg,positive,negative,negative,negative
grape (255).jpg,negative,positive,negative,negative
avocados (420).jpg,positive,positive,positive,positive
grape (253).jpg,negative,negative,negative,negative
KAM (309).jpg,negative,negative,negative,negative
osage (104).jpg,positive,positive,positive,positive
yellow (523).jpg,negative,negative,negative,negative
osage (3).jpg,negative,negative,negative,negative
peach (118).jpg,negative,negative,negative,negative
peach (145).jpg,positive,positive,positive,positive
KAM (540).jpg,negative,negative,negative,negative
avocados (307).jpg,negative,negative,negative,negative
avocados (409).jpg,negative,negative,negative,negative
peach (30).jpg,positive,positive,positive,positive
peach (183).jpg,negative,negative,negative,negative
kiwi (297).jpg,positive,positive,positive,positive
avocados (699).jpg,positive,positive,positive,positive
grape (147).jpg,negative,negative,negative,negative
KAM (583).jpg,negative,negative,negative,negative
peach (209).jpg,negative,negative,negative,negative
KAM (699).jpg,positive,positive,positive,positive
papaya (132).jpg,negative,negative,negative,negative
cherry (7).jpg,negative,negative,positive,negative
yellow (477).jpg,negative,positive,negative,negative
KAM (500).jpg,negative,negative,negative,negative
violance (65).jpg,positive,positive,positive,positive
violance (16).jpg,positive,positive,positive,positive
yellow (332).jpg,negative,negative,negative,negative
KAM (209).png,negative,positive,negative,negative
KAM (5).png,negative,negative,negative,negative
avocados (206).jpg,negative,negative,positive,negative
yellow (398).jpg,positive,negative,negative,negative
peach (77).jpg,neutral,neutral,neutral,neutral
yellow (376).jpg,negative,negative,negative,negative
papaya (32).jpg,negative,negative,negative,negative
avocados (523).jpg,positive,positive,positive,positive
apple (47).jpg,negative,negative,negative,negative
peach (150).jpg,negative,negative,negative,negative
KAM (130).png,negative,negative,negative,negative
avocados (642).jpg,positive,positive,positive,positive
KAM (43).jpg,positive,positive,positive,positive
KAM (684).jpg,negative,negative,positive,negative
avocados (338).jpg,negative,negative,negative,negative
kiwi (244).jpg,negative,negative,negative,negative
grape (80).jpg,negative,negative,negative,negative
grape (106).jpg,negative,negative,negative,negative
osage (72).jpg,negative,negative,positive,negative
yellow (10).jpg,positive,positive,positive,positive
kiwi (340).jpg,neutral,neutral,neutral,neutral
apple (227).jpg,negative,negative,negative,negative
avocados (234).jpg,negative,negative,negative,negative
yellow (465).jpg,positive,neutral,positive,positive
KAM (252).png,negative,negative,negative,negative
peach (191).jpg,negative,positive,negative,negative
apple (119).jpg,neutral,negative,negative,negative
yellow (374).jpg,positive,positive,positive,positive
yellow (48).jpg,negative,negative,negative,negative
grape (145).jpg,negative,negative,neutral,negative
grape (211).jpg,positive,negative,negative,negative
KAM (515).jpg,positive,positive,positive,positive
apple (207).jpg,positive,positive,neutral,positive
kiwi (288).jpg,negative,positive,positive,positive
dirty (79).jpg,negative,negative,negative,negative
apple (70).jpg,positive,positive,positive,positive
osage (161).jpg,negative,negative,negative,negative
avocados (478).jpg,positive,negative,neutral,negative
kiwi (21).jpg,negative,negative,negative,negative
osage (401).jpg,positive,positive,positive,positive
avocados (740).jpg,negative,negative,negative,negative
avocados (556).jpg,negative,negative,negative,negative
peach (95).jpg,positive,positive,positive,positive
grape (88).jpg,negative,negative,negative,negative
osage (127).jpg,positive,positive,positive,positive
kiwi (199).jpg,negative,negative,neutral,negative
apple (23).jpg,negative,neutral,negative,negative
avocados (457).jpg,negative,negative,negative,negative
avocados (595).jpg,negative,positive,negative,negative
yellow (304).jpg,negative,negative,negative,negative
cherry (41).jpg,negative,negative,negative,negative
yellow (349).jpg,positive,positive,positive,positive
kiwi (16).jpg,neutral,neutral,negative,neutral
grape (284).jpg,negative,negative,negative,negative
dirty (32).jpg,negative,negative,negative,negative
kiwi (114).jpg,positive,positive,positive,positive
osage (410).jpg,negative,negative,negative,negative
KAM (162).png,negative,neutral,negative,negative
apple (173).jpg,negative,negative,positive,negative
KAM (123).jpg,positive,positive,positive,positive
kiwi (318).jpg,positive,positive,positive,positive
dirty (60).jpg,negative,negative,negative,negative
papaya (68).jpg,positive,positive,positive,positive
yellow (309).jpg,negative,negative,negative,negative
kiwi (115).jpg,negative,negative,neutral,negative
KAM (713).jpg,negative,negative,negative,negative
apple (176).jpg,negative,positive,negative,negative
apple (125).jpg,negative,negative,negative,negative
KAM (690).jpg,positive,negative,negative,negative
